abandon v.放弃
sedative adj.镇静的 n.镇静剂
sediment n.沉淀物;沉积
sedition n.煽动;暴乱
seditious adj.煽动性的;叛逆的
seduce v.勾引;诱惑
seduction n.勾引;诱惑
seductive adj.诱惑的;有魅力的
see v.看见;理解
seed n.种子 v.播种
seedling n.幼苗;秧苗
seek v.寻找;寻求
seem v.似乎;好像
seemingly adv.看来;看来是
seen v.被看见
segment n.段;部分
segregate v.隔离;分离
segregated adj.隔离的
segregation n.隔离;分离
seismic adj.地震的;地震引起的
seldom adv.很少;难得
select v.选择 adj.精选的
selection n.选择;挑选
selective adj.选择的;挑剔的
selector n.选择器;选择者
selenium n.硒
self n.自己;自我
selfish adj.自私的
selfishness n.自私
sell v.卖;销售
semantic adj.语义的;语义学的
semblance n.相似;外观
semen n.精液;精子
semiconductor n.半导体
seminal adj.种子的;重大的
seminar n.研讨会;讨论会
seminary n.神学院;学院
senate n.参议院;上院
senator n.参议员
send v.送;派遣
senile adj.年老的;衰老的
senility n.衰老;老迈
senior adj.年长的 n.上司
sensation n.感觉;轰动
sensational adj.轰动的;耸人听闻的
sense n.感觉 v.理解
senseless adj.无感觉的;无意识的
sensible adj.明智的;可感觉到的
sensitive adj.敏感的;易受伤害的
sensitivity n.敏感性;灵敏性
sensor n.传感器;感应器
sensory adj.感官的;感觉的
sensual adj.感官的;肉欲的
sentiment n.感情;情绪
sentimental adj.感情的;多愁善感的
sentinel n.哨兵;警戒者
separable adj.可分离的
separate adj.单独的 v.分开
separation n.分离;分开
separatist n.分离主义者
September n.九月
sequel n.结局;续集
sequence n.顺序;连续
sequent adj.随后的;后来的
sequential adj.连续的;一连串的
sequester v.隐退;使隐退
sequestration n.隐退;没收
serene adj.宁静的;安详的
serenity n.宁静;安详
sergeant n.军士;警官
serial adj.连续的 n.连载
series n.系列;级数
serif n.衬线;印刷字体
serifed adj.有衬线的
serious adj.严肃的;严重的
seriousness n.严肃;严重性
sermon n.布道;讲道
serpent n.蛇;狡猾的人
serrate adj.锯齿状的
servant n.仆人;雇员
serve v.服务;服役
service n.服务;服役
serviceable adj.有用的;耐用的
servile adj.奴隶的;谄媚的
servitude n.奴役;奴役状态
session n.会议;开庭期
set n.集合 v.放置
setback n.挫折;倒退
setting n.环境;安装
settle v.安置;解决
settlement n.解决;殖民
settler n.移民;殖民者
sever v.切断;脱离
several adj.几个;各自的
severe adj.严重的;严厉的
severity n.严肃;严重性
sew v.缝制;缝
sewage n.污水;下水道
sewer n.下水道;阴沟
sex n.性别;性
sexual adj.性的;性别的
shabby adj.破旧的;卑鄙的
shack n.简陋的小屋
shackle n.枷锁;束缚
shade n.荫;阴影
shading n.遮蔽;阴影
shadow n.阴影;影子 v.跟踪
shadowy adj.阴暗的;多阴影的
shady adj.成荫的;可疑的
shaft n.轴;矛
shag n.粗糙的毛发
shaggy adj.毛发粗浓的;蓬松的
shake v.摇动;震动
shaky adj.不稳定的;不可靠的
shall aux.将要;必须
shallow adj.浅的;浅薄的
sham n.假冒;虚假
shambles n.混乱;废墟
shame n.羞耻;羞愧
shameful adj.可耻的;羞耻的
shampoo n.洗发剂 v.洗发
shanghai v.欺骗;诱拐
shape n.形状 v.形成
shapeless adj.无形状的;无定形的
share n.份额 v.分享
shareholder n.股东
shark n.鲨鱼
sharp adj.锋利的;敏锐的
sharpen v.削尖;变锋利
shatter v.打碎;破坏
shattered adj.破碎的;被破坏的
shave v.剃须;剃毛
shaven n.避难所 v.避难
shawl n.披肩;围巾
she pron.她
shear v.剪;剪切
shears n.大剪刀
sheath n.鞘;套
shed n.棚;脱落 v.脱落
sheen n.光辉;光泽
sheep n.羊;绵羊
sheer adj.纯粹的;绝对的
sheet n.被单;薄片
shelf n.架子;搁板
shell n.壳;贝壳
shelter n.掩蔽;避难所 v.掩蔽
sheltered adj.掩蔽的;受保护的
shelve v.搁置;放置
shelf n.架子;搁板
shelves n.架子;搁板
shelter n.掩蔽;避难所 v.掩蔽
shepherd n.牧羊人;牧羊者
sheriff n.郡长;治安官
shied v.躲避;遮避
shift v.转移;变换
shifty adj.变幻的;狡猾的
shilling n.先令（旧时英国货币）
shimmer v.发微光;闪烁
shimmering adj.闪烁的;闪亮的
shine v.发光;擦亮
shiny adj.发亮的;有光泽的
ship n.船 v.装运
shipment n.装运;装载
shipping n.装货;船运
shipwreck n.船只失事
shipyard n.造船厂;船坞
shire n.郡
shirk v.逃避;规避
shirt n.衬衫
shiver n.颤抖;碎片 v.颤抖
shock n.冲击;震惊 v.使休克
shocked adj.震惊的;吃惊的
shocking adj.令人震惊的
shod v.给...穿上鞋
shoe n.鞋
shoemaker n.鞋匠;鞋制造者
shoot v.射击;发芽
shop n.商店 v.逛商店
shopkeeper n.店主;店主人
shopping n.购物
shore n.岸;滨
short adj.短的;缺乏的
shortage n.不足;缺少
shortcoming n.缺点;短处
shortcut n.近路;捷径
shorten v.缩短;变短
shortly adv.不久;立刻
shot n.射击;射门
should aux.应该;将要
shoulder n.肩;肩部
shout v.呼喊;喊叫
shove v.推;挤
shovel n.铲;铁铲
show n.显示 v.展示
shower n.阵雨;淋浴
showing n.显示;展示
shred n.碎片;少量
shrewd adj.精明的;狡猾的
shriek n.尖叫声 v.尖叫
shrill adj.尖锐的;刺耳的
shrimp n.虾;小虾
shrine n.神龛;圣地
shrink v.收缩;缩小
shrinkage n.收缩;减少
shrivel v.萎缩;枯萎
shrub n.灌木;灌木丛
shrug v./n.耸肩
shudder n.战栗;发抖
shuffle v.拖步走;洗牌
shun v.避开;避免
shut v.关闭;停业
shutdown n.关闭;停工
shutter n.百叶窗;快门
shuttle n.梭子;航天飞机 v.穿梭
shy adj.害羞的;羞怯的
shyness n.害羞;羞怯
sibyl n.女预言家;女先知
sick adj.有病的;恶心的
sicken v.使生病;使厌恶
sickening adj.令人厌恶的;令人恶心的
sickle n.镰刀;新月形
sickness n.疾病;恶心
side n.边;方面
sidewalk n.人行道
sideways adv.斜着;向一边
siege n.围攻;包围
sieve n.筛子;筛
sift v.筛;过滤
sigh n.叹息;叹气 v.叹息
sight n.视力;景象
sightseeing n.观光;游览
sign n.符号 v.签字
signal n.信号 v.发信号
signature n.签名;署名
significance n.意义;重要性
significant adj.重要的;显著的
signify v.表示;意味
silence n.沉默;寂静
silent adj.沉默的;无声的
silently adv.沉默地;安静地
silhouette n.轮廓;剪影
silicon n.硅;硅元素
silk n.丝绸;丝
silken adj.丝的;柔软的
silly adj.愚蠢的;荒谬的
silver n.银;银子
silverware n.银器;餐具
similar adj.类似的;相同的
similarity n.相似;类似
simile n.明喻;比拟
simmer v.炖;煨
simple adj.简单的;朴素的
simplicity n.简单;朴素
simplify v.简化;简化
simply adv.简单地;仅仅
simulate v.模仿;模拟
simulated adj.模拟的;假装的
simulation n.模拟;模仿
simultaneous adj.同时的;联立的
sin n.罪;罪恶
since adv.从那时以来 prep.从
sincere adj.真诚的;真挚的
sincerely adv.真诚地;真挚地
sincerity n.真诚;真挚
sinful adj.有罪的;罪恶的
sing v.唱;歌唱
singer n.歌手;歌唱家
single adj.单一的 n.一个
singly adv.单独地;各自地
singsong n.轻快地唱歌;悦耳的声音
singular adj.单一的;非凡的
sinister adj.邪恶的;不祥的
sinuous adj.蜿蜒的;迂回的
sip v.啜饮;尝 n.一小口
sir n.先生;阁下
sire n.君主;统治者
siren n.汽笛;妖妇
sister n.姐妹
sit v.坐;位于
site n.地点;位置
sitting n.会议;座位
sitter n.临时保姆;模特儿
sitting room 客厅
situated adj.位于...的
situation n.情况;位置
six num.六
sixteen num.十六
sixth num.第六
size n.尺寸;大小
skate n.冰鞋 v.滑冰
sketch n.素描;草图 v.素描
skew adj.斜的 v.使偏斜
skewer n.串肉扦 v.串肉
ski n.滑雪 v.滑雪
skid v.滑倒 n.滑倒
skill n.技能;技巧
skilled adj.熟练的;有技能的
skillful adj.熟练的;灵巧的
skim v.撇去;掠过
skimp v.节省;吝啬
skin n.皮;皮肤 v.剥皮
skinny adj.皮包骨的;瘦的
skip v.跳;跳绳
skirmish n.小战;小争吵
skirt n.裙子 v.绕过
skullduggery n.欺骗;不正当手段
skull n.头盖骨;骷髅
skunk n.臭鼬;黄鼠狼
sky n.天;天空
skyscraper n.摩天楼
slab n.石板;厚板
slack adj.松弛的;萧条的
slag n.渣;矿渣
slam v.砰地关上;猛然抨击
slander n.诽谤;诋毁
slanderous adj.诽谤的;诋毁的
slang n.俚语;行话
slant n.倾斜;斜面 v.倾斜
slap v.拍;掌击 n.拍
slapdash adj.马虎的;草率的
slapstick n.闹剧;打闹喜剧
slash n.砍;削减 v.砍
slat n.板条;狭长条
slaughter n.屠杀;杀戮 v.屠杀
slave n.奴隶 v.苦干
slavery n.奴隶制度;奴隶身分
slay v.杀死;杀害
sledge n.雪橇
sledgehammer n.大锤
sleek adj.光滑的;时髦的
sleep n.睡眠 v.睡觉
sleepy adj.困倦的;不活跃的
sleet n.雨夹雪;冰雹
sleeve n.袖子;护套
sleigh n.雪橇
sleight n.巧妙;技巧
slender adj.苗条的;纤细的
slice n.薄片;部分 v.切成片
slick adj.光滑的;巧妙的
slide n.滑动;滑梯 v.滑动
slight adj.轻微的;纤细的
slightly adv.轻微地;纤细地
slim adj.苗条的;微小的
slime n.粘液;泥浆
sling v.投掷;吊运
slip n.滑倒;纸条 v.滑动
slipper n.拖鞋;便鞋
slippery adj.滑的;不稳定的
slit n.裂缝;狭缝
sliver n.裂片;细长条
slob n.懒散的人;笨拙的人
sloe n.黑刺李;黑刺李树
slog n.沉重的步伐 v.沉重地走
slogan n.标语;口号
sloop n.小帆船
slope n.斜坡;倾斜 v.倾斜
sloping adj.倾斜的
slosh v.溅泼;泥泞地走
slot n.狭缝;空位
slouch v.懒散地坐或站
slough n.泥潭;沟
slow adj.慢的 v.放慢
slowly adv.慢慢地
sludge n.烂泥;淤泥
slug n.蛞蝓;缓慢的人
sluggish adj.行动迟缓的;懒惰的
slum n.贫民窟;棚户区
slumber n.睡眠;沉睡
slump n.暴跌;低潮期
slung v.吊;抛
slur n.诽谤;忽视 v.忽视
slush n.雪泥;软泥
sly adj.狡猾的;偷偷的
smack v.拍;重击 n.少量
small adj.小的;少的
smart adj.聪明的;巧妙的
smash v.打碎;撞击
smattering n.少量;一知半解
smear n.涂;诽谤 v.涂
smell n.气味 v.嗅
smelt v.冶炼;提炼
smirk v.假笑;得意地笑
smith n.铁匠;金属匠
smithereens adv.粉碎地
smog n.烟雾;空气污染
smoke n.烟 v.吸烟
smooth adj.平滑的 v.弄平
smoothly adv.平稳地;顺利地
smoothness n.平滑;平坦
smother v.窒息;闷死
smudge n.污迹;弄脏 v.弄脏
smug adj.自满的;自鸣得意的
smuggle v.走私;偷运
smut n.污点;诽谤
snack n.小吃;快餐
snag n.障碍;意外
snail n.蜗牛 v.缓慢移动
snake n.蛇
snap v.猛咬;突然折断
snapshot n.快照;快相
snare n.陷阱;罗网 v.诱捕
snarl n.纠缠;缠结 v.纠缠
sneak v.潜行;偷走
sneaker n.运动鞋;潜行者
sneer v.嘲笑;嗤之以鼻
sneeze v.打喷嚏 n.喷嚏
snick v.剪;修剪
sniff v.嗅;闻
sniffle v.抽噎;抽鼻子
snob n.势利小人;攀高枝
snobbish adj.势利的;势利眼的
snobbery n.势利;谄上欺下
snoop v.窥探;侦察
snore v.打鼾 n.鼾声
snorkel n.通气管 v.用通气管潜泳
snort v.用鼻子吸气;轻蔑
snout n.鼻子;猪嘴
snow n.雪 v.下雪
snowdrift n.雪堆;雪崩
snowflake n.雪花;雪片
snowstorm n.暴风雪
snowy adj.雪的;下雪的
snub v.冷落;不理睬
snuff n.鼻烟;熄灭 v.熄灭
snug adj.温暖的;舒适的
so adv.如此;那么
soak v.浸泡;渗透
soaked adj.湿透的;浸湿的
soaking n.浸泡;渗透
soap n.肥皂 v.涂肥皂
sob v./n.哭泣;呜咽
sober adj.清醒的;素淡的
sobriety n.清醒;节制
sobriquet n.别名;绰号
social adj.社会的;社交的
socialism n.社会主义
socialist adj.社会主义的 n.社会主义者
society n.社会;协会
sock n.短袜;袜子
soda n.苏打;汽水
sodden adj.浸透的;湿透的
sodium n.钠
soever adv.丝毫;一点儿
sofa n.沙发
soft adj.软的;柔和的
soften v.变软;变柔和
softness n.柔软;柔和
soil n.土壤;土地
sojourn n.逗留;短暂停留
solace n.安慰;慰藉
solar adj.太阳的;日光的
solder v./n.焊接;焊料
soldier n.士兵;军人
sole adj.唯一的 n.脚底
solely adv.单独地;仅仅
solemn adj.庄严的;隆重的
solicitor n.律师;请求者
solicit v.请求;征求
solicitation n.请求;征求
solicitor n.律师;请求者
solid adj.固体的 n.固体
solidarity n.团结;一致
solidify v.凝固;使团结
solitary adj.孤独的 n.隐士
solitude n.孤独;隐居
solo adj.单独的 n.独奏
soluble adj.可溶的;可溶解的
solution n.溶解;解决
solve v.解决;解答
solvency n.溶解能力;偿债能力
solvent adj.溶解的 n.溶剂
somber adj.忧郁的;阴暗的
some adj.一些的;几个
somebody pron.某人;有人
somehow adv.以某种方式
someone pron.某人;有人
sometime adv.在某时
sometimes adv.有时;时而
somewhat adv.稍微;有点
somewhere adv.在某处
son n.儿子
sonar n.声纳;超声波
sonata n.奏鸣曲
song n.歌唱;歌曲
sonnet n.十四行诗
soon adv.很快;不久
sooner adv.更早地;宁愿
soot n.煤烟;烟灰
sophisticated adj.老于世故的;复杂的
sophistication n.诡辩;复杂
soporific adj.催眠的 n.安眠药
sordid adj.肮脏的;利欲熏心的
sore adj.疼痛的 n.痛处
sorely adv.非常;厉害地
sorghum n.高粱
sorrow n.悲伤;懊悔
sorry adj.抱歉的;难过的
sort n.种类 v.分类
sos n.紧急求救信号
sottish adj.酗酒的;精神不振的
sough v./n.呻吟;悲叹
soul n.灵魂;心灵
sound adj.健康的 v.听起来
sounding n.探针;声音
soup n.汤
sour adj.酸的;脾气坏的
source n.来源;水源
sourness n.酸味;痛苦
south n.南方 adj.南的
southeast n.东南 adv.在东南
southern adj.南方的
southward adv.向南方
souvenir n.纪念品;纪念物
sovereign adj.至高无上的 n.君主
sovereignty n.主权;主权国家
soviet n.苏维埃;苏联
sow v.播种;散布
sown v.播种;散布
soybean n.大豆
spa n.矿泉疗养地
space n.空间;空白
spacecraft n.宇宙飞船
spacing n.间隔;间距
spacious adj.宽敞的;广阔的
spade n.铲子;铁锹
span n.跨度;范围
sparrow n.麻雀
sparse adj.稀疏的;稀少的
spartan adj.斯巴达的;简朴的
spasm n.痉挛;抽筋
spasmodic adj.痉挛的;间歇的
spat v.吐痰;争吵
spatial adj.空间的;有关空间的
spatter v.溅污 n.溅污
spear n.矛;枪
spec n.试印;试验
special adj.特别的 n.特派员
specialist n.专家;专家
specialize v.专门研究
specialty n.专业;特色菜
specie n.种类;硬币
species n.种;物种
specific adj.明确的 n.细节
specification n.详述;规格
specify v.指定;详述
specimen n.样本;标本
speck n.斑点;微粒
spectacle n.奇观;眼镜
spectacular adj.壮观的;引人入胜的
spectator n.观众;旁观者
specter n.幽灵;妖怪
spectral adj.光谱的;鬼魂的
spectrum n.光谱;范围
speculate v.推测;投机
speculation n.推测;投机
speech n.演讲;讲话
speed n.速度 v.加速
speedy adj.快的;迅速的
spell n.符咒 v.拼写
spelling n.拼写
spend v.花费;度过
sphere n.球;领域
spherical adj.球形的;球面的
spice n.香料;调味品
